,,,Vreme zadržavanja pneumatskog klipa kapije za pražnjenje miksera,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,

38,,,Vreme izvršenja motora za podmazivanje,,,,,,,,,,90,

39,,,Vreme zadržavanja motora za podmazivanje,,,,,,,,,,180,

40,,,Maksimalna vrednost indikatora struje miksera,,,,,,,,,,180,

41,,,Minimalna vrednost indikatora struje miksera,,,,,,,,,,10,

42,,,Ogranicenje prekomerne struje indikatora struje miksera,,,,,,,,,,90,

43,,,Ogranicenje nedovoljne struje indikatora struje miksera,,,,,,,,,,15,

44,,,Velicina miksera,,,,,,,,,,"1,5",

45,,,Minimalna granica pražnjenja vode  (kg),,,,,,,,,,10,

46,,,Dodatno vreme pražnjenja vode iz levka za merenje  (sek),,,,,,,,,,3,

10,
Ogranicenje rada vibracije trake za merenje,,,,,,,,,,,
47,,,,,,,,,,,,,,
,,,,,,,,,,,,
,,

1,
Vreme cekanja vibracije trake za merenje,,,,,,,,,,,
48,,,,,,,,,,,,,,
,,,,,,,,,,,,
,,

49,,,Rad vibracije trake za merenje,,,,,,,,,,10,

50,,,Vreme cekanja vibratora levka za merenje cementa,,,,,,,,,,1,

51,,,Vreme rada vibratora levka za merenje cementa,,,,,,,,,,10,

52,,,Ogranicenje rada vibratora za cement,,,,,,,,,,50,

53,,,Vreme cekanja vibratora bunkera za agregat (2),,,,,,,,,,3,

54,,,Veme rada vibratora bunkera za agregat (2),,,,,,,,,,5,

55,,,Vreme cekanja vibratora bunkera za agregat (3),,,,,,,,,,3,

56,,,Vreme rada vibratora bunkera za agregat (3),,,,,,,,,,5,

Ime - Prezime,,,,,,,Ime - Prezime,,,,,,,
